track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRCSMOR128F4263D2D,Now That I Found You,Britney Spears,https://p.scdn.co/mp3-preview/eea8dafda2f9f098e6688e2a7618e6e4b5052565?cid=774b29d4f13844c495f206cafdad9c86,0vTnOYi44STsWyOxDoJo7J,"pop, house, country",,2013,256440,0.529,0.742,6,-4.899,1,0.0481,0.0847,0.000947,0.0536,0.508,128.025,4
TRIQNMS128F9326B9B,Terminal,Gui Boratto,https://p.scdn.co/mp3-preview/29e7de1e0f1785e50ccfa35f58511a6f6d9e102a?cid=774b29d4f13844c495f206cafdad9c86,0Zq4DMSqlSK086CkYTUR5K,"electronic, house, techno, idm",,2007,356840,0.791,0.46,10,-10.067,0,0.149,0.00931,0.904,0.0875,0.339,125.038,4
TRGYPNK128F14A7913,A Good Thing,Saint Etienne,https://p.scdn.co/mp3-preview/127e2214877011a4e1633a21cf2f1aa2768bb532?cid=774b29d4f13844c495f206cafdad9c86,0NmBj7Npk3BtO7DfozkqHj,"electronic, pop, female_vocalists, dance, house, indie_pop",,2010,241746,0.651,0.947,9,-6.383,0,0.0454,0.00301,5.09e-05,0.118,0.77,129.989,4
TRUNLUI128F14583E0,So Deep,Kiesza,https://p.scdn.co/mp3-preview/04bb547bd4df66aa35a4904446f6e40dc7d5a2fb?cid=774b29d4f13844c495f206cafdad9c86,12XrH8mPOQ3AYAtvJwtecJ,"electronic, pop, chillout, house, chill",,2014,268933,0.631,0.567,9,-7.33,0,0.204,0.759,9.37e-05,0.0795,0.721,135.86,4
TRLDRDB128F932B308,I'm A Good Man,Martin Solveig,https://p.scdn.co/mp3-preview/04bcb76ce7f33062ed2fc0ca271b7823f79ac7c0?cid=774b29d4f13844c495f206cafdad9c86,02nmDlU10EZxqaZq4gz7YJ,"dance, funk, house, french",,2000,332586,0.8,0.746,2,-10.11,1,0.0511,6.3e-05,0.0963,0.0749,0.915,124.984,4
TRCPLYJ128F933CB5B,Brain Leech,Alex Gopher,https://p.scdn.co/mp3-preview/3d01e5cf9dc2b7ee5df49774cc2104ed3d683eaf?cid=774b29d4f13844c495f206cafdad9c86,2DYCAqbptU3tHQdXHvPSVW,"electronic, house, french",Electronic,2007,224813,0.559,0.793,1,-6.705,0,0.0576,0.0166,0.000714,0.0629,0.505,130.264,4
TRYJXKG128F9329056,Let the Drums Speak,Mighty Dub Katz,https://p.scdn.co/mp3-preview/ead6aa05a25695296b8844cad72375b880876644?cid=774b29d4f13844c495f206cafdad9c86,01npQds2OPUTYgs78oViZ7,"electronic, dance, house",,2011,508893,0.806,0.898,2,-6.208,1,0.184,0.017,0.0847,0.279,0.715,124.709,4
TRLMXCD128F422A3EA,Woman's World,Cher,https://p.scdn.co/mp3-preview/ffcc25d2bcbc4b592d949dd9b4caa6123dade24c?cid=774b29d4f13844c495f206cafdad9c86,1HmhFbNZxfxqs715DJI5Zl,"pop, dance, house",Rap,2013,221893,0.681,0.902,7,-3.386,0,0.0515,0.245,0.0,0.632,0.579,127.999,4
TRZEPBV12903CBFA24,Fall Silent,Groove Armada,https://p.scdn.co/mp3-preview/af76511a02e837e7441389cf3b2d7c5f2ff736b9?cid=774b29d4f13844c495f206cafdad9c86,4I8krNrp92KWGTe6bvq2Pm,"electronic, house",Electronic,2010,272848,0.599,0.547,0,-6.233,1,0.0434,0.00306,0.00459,0.149,0.28,125.287,4
TRPANSG12903CB0092,Crazy Legs,Cassius,https://p.scdn.co/mp3-preview/32a50c6e73eeada78b46907621ae31fffae4b78c?cid=774b29d4f13844c495f206cafdad9c86,0elojSfRIMid8UX6g481An,"electronic, house, techno, electro, french",,1999,246333,0.748,0.595,11,-12.613,1,0.0771,8.32e-06,0.85,0.128,0.0708,117.948,4
TRNBZYS128F9347263,Bullit,Watermät,https://p.scdn.co/mp3-preview/6db6943dbc38da719ff0b3a33c319d2e5c140d3f?cid=774b29d4f13844c495f206cafdad9c86,0eTnL1qdz7QjyY10i65ts9,"electronic, instrumental, house, french",,2015,195427,0.552,0.757,5,-4.249,1,0.0805,0.131,0.444,0.0935,0.367,121.983,4
TRRGHDX128F9306A7C,Close To Home,Blue Six,https://p.scdn.co/mp3-preview/6c67347abe6c26874e0a62c52e556d057ffa9362?cid=774b29d4f13844c495f206cafdad9c86,4odjKrQcVe12RiUom35uvY,"chillout, house, lounge",,2002,261666,0.919,0.569,11,-9.481,0,0.0889,0.0455,0.0916,0.108,0.906,123.027,4
TRKFJBZ128E079339F,Music Takes You Back,Modjo,https://p.scdn.co/mp3-preview/aede82aa9230b6a399d8814da06086b6556850b1?cid=774b29d4f13844c495f206cafdad9c86,3DMPH6cnm4oqLKvh6tnVxS,"dance, house",,2001,254119,0.765,0.788,0,-6.256,0,0.0828,0.000623,0.763,0.131,0.585,125.478,4
TRBABOZ128F4226F39,Lights Behind Windows,Llorca,https://p.scdn.co/mp3-preview/be0f1b31dcb2ed17a01cac759880bb95654e520e?cid=774b29d4f13844c495f206cafdad9c86,151JG4gwY4i5hOwKxXYy6W,"jazz, house, lounge",,2001,413560,0.71,0.892,7,-9.046,1,0.0718,0.013,0.81,0.0709,0.502,125.035,4
TRKZOZF128F9333441,She Likes To Party,Kill the Noise,https://p.scdn.co/mp3-preview/5152841f981fdd5c19f776fdc869109a9934668f?cid=774b29d4f13844c495f206cafdad9c86,5869Dms0f1b3vjvV8FxEy3,house,,2011,286875,0.771,0.866,11,-5.599,0,0.136,0.000861,0.773,0.034,0.595,127.979,4
TRUPKJK128F9337D49,Spaz's House Destruction Party,Anti-Flag,https://p.scdn.co/mp3-preview/1c900a1e58d6c9aca81d4cd04357a17385d8eba1?cid=774b29d4f13844c495f206cafdad9c86,2LJcLcAe5nu23PhuQ5xZva,"punk, punk_rock, house",,2001,184066,0.626,0.92,1,-5.385,1,0.0476,0.00143,0.178,0.102,0.828,131.259,4
TRLTMLG12903D0652A,New Toy,Junkie XL,https://p.scdn.co/mp3-preview/b58280dfb45bbf7879a538fb909532e72f188455?cid=774b29d4f13844c495f206cafdad9c86,1aHl5lq3y8Jfa9tIK2yZ7C,"electronic, house, electro",Electronic,2008,260933,0.668,0.877,2,-3.485,0,0.0444,0.000327,0.527,0.04,0.372,124.0,4
TRNHIHH128F932EFE6,Take 'Em Up,Shit Robot,https://p.scdn.co/mp3-preview/b7125eb9f70fec32000f8f4d9c9287ee5595680a?cid=774b29d4f13844c495f206cafdad9c86,00Yku5sWvdhx6m4eCoekJl,"dance, house, electro",,2010,418359,0.721,0.599,9,-5.481,0,0.0329,0.0901,0.00126,0.078,0.914,103.977,4
TREUVYB128F424FD03,Sveglia,Crookers,https://p.scdn.co/mp3-preview/43aca56c5d3d314a87e83c2f488a9c70e04818d6?cid=774b29d4f13844c495f206cafdad9c86,0jmAUyANS4SYv2cYDdUhw4,"house, techno, electro",Electronic,2008,290142,0.869,0.414,7,-11.409,1,0.125,0.00259,0.000995,0.102,0.764,128.986,4
TRHDNMW128F933E2E8,Yeyo (feat. Raw Man),The Bloody Beetroots,https://p.scdn.co/mp3-preview/0ed8faeffe63c3cc84e44467b800a7dd42612739?cid=774b29d4f13844c495f206cafdad9c86,1h8d2AXrTlgId6Stf92JLi,"house, electro",,2009,210463,0.616,0.976,11,-5.741,0,0.275,0.0234,9.74e-05,0.506,0.309,129.974,4
TRTLKQT12903CA0851,Right Hand Hi,Kid Sister,https://p.scdn.co/mp3-preview/17880f8f56ffdcd674891c538c17e345e29c123a?cid=774b29d4f13844c495f206cafdad9c86,0dlHjjbUvxpv8evaPKMidV,"dance, hip_hop, house, electro",,2009,198120,0.825,0.929,11,-6.141,0,0.0988,0.0525,1.01e-05,0.501,0.824,125.956,4
TROICNM12903CB3402,Stay The Same,AutoKratz,https://p.scdn.co/mp3-preview/2c410c6bfd12ebf2097c3451b8c82b0fbea6768b?cid=774b29d4f13844c495f206cafdad9c86,097KvqUucAq9rVLVBp9ZSw,"house, electro",Electronic,2008,340453,0.633,0.703,4,-5.484,0,0.352,0.000205,0.000549,0.29,0.548,129.91,4
TRTXXRQ128F9302D77,The Unfallen Kingdom,Gramatik,https://p.scdn.co/mp3-preview/ef56517bba28eeab2be8ed3187813bbe802c7277?cid=774b29d4f13844c495f206cafdad9c86,1JD9nscn5CjjYlaayDOeZa,"electronic, funk, house, polish",,2009,227647,0.631,0.481,10,-6.566,0,0.0269,0.00765,0.849,0.13,0.254,85.048,4
TROPFAC128F4243025,Dreams (Will Come Alive),2 Brothers on the 4th Floor,https://p.scdn.co/mp3-preview/d06ddb17bf9d696dd39175163a548a3f54617aa3?cid=774b29d4f13844c495f206cafdad9c86,03Bi5EzXxpeeMUlgHnZzCq,"dance, 90s, house",,2000,258560,0.384,0.715,5,-12.217,1,0.0347,4.84e-05,0.878,0.17,0.342,134.869,4
TRZYWCD128F425C7FD,Technologic (Peaches No Logic Remix),Daft Punk,https://p.scdn.co/mp3-preview/4d4d5ccd945bb462aff8c41fbeedbf0fba662859?cid=774b29d4f13844c495f206cafdad9c86,6Wn1bfoqAXHqzjoNSzpiKs,"electronic, house",Electronic,2006,280413,0.897,0.684,1,-7.828,1,0.0801,0.000682,0.015,0.302,0.762,135.989,4
TRFQOKI128E07933A9,What I Mean,Modjo,https://p.scdn.co/mp3-preview/d54d8d6fb72bb6436afea71ea18e35adfac48202?cid=774b29d4f13844c495f206cafdad9c86,03TifkmjMYAqMkrRkeWHAj,"electronic, pop, house, french",,2001,250866,0.668,0.683,4,-5.292,0,0.041,0.0358,2.78e-06,0.0556,0.568,91.965,4
TRQQBHQ128F934D90A,The Funk Phenomena,Armand van Helden,https://p.scdn.co/mp3-preview/b92c4a4d338a204800978712c3cba35edf5fcb65?cid=774b29d4f13844c495f206cafdad9c86,0MeD7IqU2spJUljFG1zZTl,"electronic, dance, house",,2016,416266,0.926,0.503,1,-6.258,0,0.105,0.00631,0.906,0.103,0.449,127.014,4
TROOXPD12903CF297A,Grown Apart,Lisa Shaw,https://p.scdn.co/mp3-preview/271e5e0c42d4b827d9565629b58bd1092914bb50?cid=774b29d4f13844c495f206cafdad9c86,7vA8SpCsYgPJPhwA6c66wL,"chillout, house, lounge",Punk,2005,218200,0.863,0.597,7,-8.455,0,0.056,0.0288,0.161,0.1,0.684,119.991,4
TRRFLVR128F425DF25,Falling Up,Dillon Francis,https://p.scdn.co/mp3-preview/3228738af4c55b5f24e2985d3e026fb25c0cb362?cid=774b29d4f13844c495f206cafdad9c86,1g3N5uE9VqYz0iHwjqdv0t,house,Electronic,2012,244285,0.683,0.781,1,-4.778,1,0.0379,0.000292,0.333,0.305,0.2,112.046,4
TROSWGH128F426340A,Afterthought,Disclosure,https://p.scdn.co/mp3-preview/6a7d33a527a5c1c6f40d3c9d816f6f27a090d63d?cid=774b29d4f13844c495f206cafdad9c86,40IS4XOkOmA8KqN09rNUy8,house,,2015,320429,0.719,0.742,9,-6.774,1,0.186,0.0768,1.12e-05,0.0905,0.466,120.04,4
TREYYHQ128F4259B2E,Afro Left,Leftfield,https://p.scdn.co/mp3-preview/180965c144826d52e2c3c6642cf6efc7b8030fb7?cid=774b29d4f13844c495f206cafdad9c86,08TBB6N1Wx20xep9gDusJ3,"electronic, house, techno",Electronic,1995,453426,0.761,0.883,8,-9.523,1,0.0483,0.0349,0.555,0.169,0.554,129.994,4
TRYAMGM128F4236DC3,Keep You Hird,Hird,https://p.scdn.co/mp3-preview/9e1a3cb2b05a8f325c1be52ccf9034d29b73fe29?cid=774b29d4f13844c495f206cafdad9c86,3VYFXRV9FQZq6bFJdJwWR4,"chillout, house, lounge",Electronic,2003,393520,0.622,0.337,2,-17.675,0,0.0444,0.284,0.00654,0.112,0.337,109.919,4
TRBUVNF12903CAFAD8,Chase,Cassius,https://p.scdn.co/mp3-preview/1374f3e4a57a98666b9e7224553b15c4b76f9b71?cid=774b29d4f13844c495f206cafdad9c86,3YcI9SNFwDicWhnO15lJoB,"electronic, house, electro, french",,1999,118893,0.709,0.348,6,-18.751,1,0.0658,1.9e-05,0.939,0.106,0.361,115.2,4
TRSDCDR12903CD6480,Serpent,Actress,https://p.scdn.co/mp3-preview/f15daf494f4ef4d166e4c4f201fad5ba16773bd7?cid=774b29d4f13844c495f206cafdad9c86,2jrD7AMbktOZAQzo4yvsC5,"electronic, experimental, house, idm",Rock,2012,236080,0.662,0.85,0,-12.701,1,0.108,0.615,0.948,0.281,0.441,120.037,4
TRILGAD128F425D719,Falling Stars,Sunset Strippers,https://p.scdn.co/mp3-preview/6eb20ea9903193470c870d0b38fa00c2414fae6e?cid=774b29d4f13844c495f206cafdad9c86,0WywirhonsjZuqx9xqRbCF,"dance, house",,2010,196626,0.734,0.929,0,-4.669,0,0.0831,0.00219,0.000812,0.0645,0.816,125.034,4
TRDJNRS128F9302E0F,Need Ur Lovin',Zomby,https://p.scdn.co/mp3-preview/a45bd9b999ceddf1e003a9e006c8294d84a142c6?cid=774b29d4f13844c495f206cafdad9c86,2xsiuDBEIo3UXu5g5R2HLy,"house, techno, idm",Electronic,2008,144426,0.717,0.63,1,-13.272,1,0.0344,4.36e-06,0.588,0.347,0.594,127.019,4
TRADFBP12903CDBF79,The Simple Life,The Juan Maclean,https://p.scdn.co/mp3-preview/018bf98e441dc72b0aa4e07b9d79f651e41a027d?cid=774b29d4f13844c495f206cafdad9c86,169H2K0kbkIM0JSFp7GhyS,"electronic, house, electro, avant_garde",,2009,516133,0.657,0.958,10,-5.721,0,0.0339,0.00557,0.819,0.254,0.965,124.977,4
TRIZYXW12903CE6921,Bug Powder Dust,Bomb the Bass,https://p.scdn.co/mp3-preview/17e643428333b7dec99c5e9788214e4713775e88?cid=774b29d4f13844c495f206cafdad9c86,0OP0KXZ8h3OXZBLcqaugvk,"electronic, chillout, 90s, hip_hop, house",Electronic,2012,258005,0.652,0.788,8,-11.152,0,0.0525,0.0203,0.00226,0.916,0.916,98.154,4
TRHKLLD12903CA4F3C,French,St. Germain,https://p.scdn.co/mp3-preview/3019f81adc8abd354a3c9e8a4c7607d6cb68e04c?cid=774b29d4f13844c495f206cafdad9c86,1z7gmx1B0W18TOW0BEoTcz,"electronic, chillout, house, techno, french, lounge",,1999,344666,0.583,0.842,9,-11.286,0,0.0456,0.17,0.933,0.093,0.407,136.094,4
TRBRSRV128F149EE32,When the Lights Go Down,Armand van Helden,https://p.scdn.co/mp3-preview/1a67b0f21719a904b6b001f70ab38cf153ee24c6?cid=774b29d4f13844c495f206cafdad9c86,2wni2Co8pk8RcDEYRCZSs7,"dance, house",,2006,239986,0.735,0.924,0,-6.284,0,0.0846,0.00196,0.0045,0.0788,0.83,132.001,4
TRTUQWH128F92C7D4F,Comacabana,Booka Shade,https://p.scdn.co/mp3-preview/b1a4939acd3fb2ff2978b7d0c1177f9b8b8988c0?cid=774b29d4f13844c495f206cafdad9c86,3JG0CPmEh6T2rkOM8bBAjO,"house, downtempo",Electronic,2008,273826,0.768,0.563,10,-10.651,1,0.0307,0.34,0.903,0.616,0.691,125.993,4
TRJZKUU12903CBAD57,Q & A,Fink,https://p.scdn.co/mp3-preview/6ed917012390b56d24d444f131c6669aa6d1d3e5?cid=774b29d4f13844c495f206cafdad9c86,0JrRkD6Ohe2vGHC2V1dWm6,"indie, folk, british, acoustic, house, idm, lounge, avant_garde",,2009,376528,0.707,0.113,2,-15.484,1,0.0678,0.801,0.117,0.178,0.457,94.949,4
TRQSQJW128F427AEEC,Myopia,Moby,https://p.scdn.co/mp3-preview/f7a7e9a39f5d034900d574654f89f831414341a4?cid=774b29d4f13844c495f206cafdad9c86,5wJ1w9fF8rHGgZh9hDnLIS,"electronic, ambient, house, techno",Electronic,2002,279520,0.608,0.393,2,-21.708,1,0.045,0.98,0.953,0.167,0.84,104.864,4
TRMIYSR128F92F90E3,Carnt Sleep,Saint Etienne,https://p.scdn.co/mp3-preview/b36020f25bb49301d4baa69af299a399d2a01b43?cid=774b29d4f13844c495f206cafdad9c86,00qTod9e3oQGSeI7CBUpUu,"pop, 90s, house, trip_hop, downtempo",,2001,283866,0.746,0.613,8,-8.223,0,0.0393,0.000439,0.0652,0.257,0.819,140.07,4
TREYKTG12903C951C9,Le Champagne,Trentemøller,https://p.scdn.co/mp3-preview/3d0533e0a3500197b1ea40ee048ce26d309dea67?cid=774b29d4f13844c495f206cafdad9c86,3UG5V38uUjEKnzjAdngmuN,"electronic, house, techno, electro, lounge",Electronic,2003,457040,0.798,0.456,10,-12.363,0,0.0903,0.000915,0.884,0.561,0.66,124.881,4
TRYEZDL128F92E9610,Midnight Love,Tennishero,https://p.scdn.co/mp3-preview/bb7158e4b00361d8e6701df98170c94c56922fb5?cid=774b29d4f13844c495f206cafdad9c86,59STVBRPcVjpgBUXs3Iuu2,"chillout, house, lounge",,2008,179266,0.76,0.724,11,-7.047,1,0.0396,0.0905,0.841,0.0972,0.599,122.0,4
TRAGHDU128F426880A,Fetish,Far East Movement,https://p.scdn.co/mp3-preview/61d9c3febf57d70fbbc7b427ec16337a149ffa6e?cid=774b29d4f13844c495f206cafdad9c86,2BZDAouxZrnfqOtVmrteih,"dance, house, lounge",,2009,192573,0.808,0.557,7,-5.944,1,0.127,0.00203,0.0,0.0673,0.435,90.526,4
TRRLAHF12903CAFEA1,Greatest Hit,Annie,https://p.scdn.co/mp3-preview/82e186b1ddf2b2a51c244effb7691e00bef9c1f2?cid=774b29d4f13844c495f206cafdad9c86,3MUviQJP5DSYI3Li4EbYTQ,"electronic, pop, dance, house",,2004,220293,0.786,0.854,10,-3.249,0,0.138,0.00261,0.000171,0.155,0.547,127.128,4
TRXHLER128F92FBB1F,Let You Go,Kaskade,https://p.scdn.co/mp3-preview/5617d9f27a0c8e1ee4ceeca33667b0e69d0c375b?cid=774b29d4f13844c495f206cafdad9c86,4JcqoGprslxAEN6Np58h2n,"chillout, house",Rap,2006,342146,0.382,0.545,9,-8.52,0,0.0513,0.646,0.0251,0.088,0.0727,124.676,4
TRKRQHQ12903D00965,Happy Hands & Happy Feet,Dada Life,https://p.scdn.co/mp3-preview/c6a91061ef37ae62dc6cf6bb37abdecf4622bf75?cid=774b29d4f13844c495f206cafdad9c86,0zoK3yr9inMzxXPbzEdgEg,"electronic, house",Electronic,2009,313946,0.933,0.616,1,-8.17,1,0.0901,0.00118,0.0151,0.577,0.627,125.982,4
TRNXFNB128F933C950,To the Bobmobile,BoBmo,https://p.scdn.co/mp3-preview/a344fe20169fe2f76c43111017ba8ae90eb12968?cid=774b29d4f13844c495f206cafdad9c86,5RtHhF7VOGimztBk2NFXUx,"house, electro, french",Electronic,2007,223546,0.714,0.956,0,-3.253,1,0.0787,0.472,0.953,0.166,0.556,130.036,4
TRUEGFU12903CF07BA,Kidsos,Sebastian Ingrosso,https://p.scdn.co/mp3-preview/77f127154ec9b23343e96f5154dab59e34406801?cid=774b29d4f13844c495f206cafdad9c86,03CedV4qC3FU6OCDVuIidD,house,,2009,401482,0.693,0.857,5,-8.089,1,0.0432,0.109,0.863,0.0734,0.0796,125.005,4
TRLTWGW128EF3554ED,Grand Canyon,Tracey Thorn,https://p.scdn.co/mp3-preview/9d398038a87882def2599430a0dab9654fb9a6d3?cid=774b29d4f13844c495f206cafdad9c86,0bFdKUYc7s01sGKlfW22Bc,"electronic, female_vocalists, dance, house",Pop,2007,367920,0.737,0.399,10,-10.214,0,0.0592,0.204,0.0252,0.0959,0.351,124.985,4
TRRFOPE128F933E860,Wizard,Martin Garrix,https://p.scdn.co/mp3-preview/19717864b136022a34377fb2fa3995f0479d1a1b?cid=774b29d4f13844c495f206cafdad9c86,0GFib7KHyj0DXUt7QldDqi,"electronic, house",,2014,204226,0.562,0.918,7,-4.664,1,0.0532,0.00621,0.369,0.0841,0.0717,127.91,4
TRUKJIL128EF33E79A,Colour,Grafton Primary,https://p.scdn.co/mp3-preview/2ef5789d4d0d328f80b8647793c5292a80e5723c?cid=774b29d4f13844c495f206cafdad9c86,0Ni5n22xubExE8ULp7Zqv9,"electronic, dance, house, electro",,2008,215920,0.604,0.796,9,-5.667,1,0.0346,0.00142,0.0396,0.602,0.44,128.023,4
TRRMCTU128F14655EA,Music And Wine,Blue Six,https://p.scdn.co/mp3-preview/16b4d45f208afbe2c73ee78be68f4568b3d24b49?cid=774b29d4f13844c495f206cafdad9c86,4uEMBIEMjLUBH5S3pCGEjP,"house, lounge",,2002,430358,0.409,0.868,11,-7.056,0,0.124,0.00181,0.0763,0.0511,0.858,187.079,4
TROCLDO128F9316FA4,Daddy DJ,Daddy DJ,https://p.scdn.co/mp3-preview/dea560a799570ad5b47adaa37c86bdc01d72538d?cid=774b29d4f13844c495f206cafdad9c86,4N3oeClFOHsJ1CzbUpXL3Q,"dance, house, french",,2013,215680,0.698,0.936,0,-7.321,0,0.0319,0.0913,0.00739,0.203,0.798,135.006,4
TROQSBK128F9323F01,Sonntag,Robert Babicz,https://p.scdn.co/mp3-preview/7a81f793e59bf29ba3ec9d6efab8ced66dde16d7?cid=774b29d4f13844c495f206cafdad9c86,0ox5RDD7E48LTwcXmUSCLG,house,,2006,404760,0.898,0.448,8,-10.629,0,0.0912,0.048,0.929,0.062,0.545,119.999,4
TRXISQE128F93283E5,Straight No Chaser,Mr Hudson,https://p.scdn.co/mp3-preview/a5be15ee265c7d1c927e17734b4f1037e265e4fe?cid=774b29d4f13844c495f206cafdad9c86,0EuQLbVgQd9PJCzJKHwwfa,"electronic, house, male_vocalists",Jazz,2009,209413,0.72,0.837,3,-4.163,0,0.0486,0.0574,0.0,0.347,0.425,92.477,4
TRBDYHJ12903CF108F,Nott,Boys Noize,https://p.scdn.co/mp3-preview/ec627efd5e583938b30d6c1eabba22ca1f39ac4e?cid=774b29d4f13844c495f206cafdad9c86,0qjyDjTEMqJZizK1nT90VR,"electronic, house, techno, electro",Electronic,2009,314133,0.82,0.936,2,-5.738,1,0.172,0.0759,0.558,0.187,0.362,128.038,4
TRUHDZR12903CC504E,$300,Soul Coughing,https://p.scdn.co/mp3-preview/051164a71a0a5f20d6dddcadd78bd7699405101a?cid=774b29d4f13844c495f206cafdad9c86,1HoGxerG9ajt2AiNlzNlwO,"rock, alternative, 90s, house",Rock,2002,195160,0.529,0.864,1,-6.082,1,0.0405,0.00954,0.0467,0.0936,0.61,157.346,4
TRGEUXY128F4226B26,Monday Massacre,Mr. Oizo,https://p.scdn.co/mp3-preview/4d6dbacc93e3ef7e3a5a3523deb8f87541b4b261?cid=774b29d4f13844c495f206cafdad9c86,5AagWbHdT5RQz8i9JVpVS9,"electronic, house, techno, french, idm",Electronic,1999,213266,0.721,0.433,6,-10.269,1,0.0864,0.00232,0.886,0.154,0.35,158.019,4
TRGMOGL128F426B2EE,Tales From The Pigs,Teenage Bad Girl,https://p.scdn.co/mp3-preview/df7883d40309eb04e6e7d1d925e570cd7c900635?cid=774b29d4f13844c495f206cafdad9c86,0SWaLLQoqgub0CXzRsXX0G,"electronic, house, electro, french, idm",Electronic,2007,232053,0.72,0.697,6,-4.78,1,0.425,0.00121,0.714,0.105,0.607,126.252,4
TRBYINU128F4294089,Still Going Theme,Still Going,https://p.scdn.co/mp3-preview/6d182e7e753919e959b59f3401b160aeb6517cb5?cid=774b29d4f13844c495f206cafdad9c86,1btbETYpL4k36deXilTMZ4,"electronic, house, techno",,2007,426920,0.779,0.442,1,-11.081,0,0.0934,0.0693,0.728,0.0612,0.629,123.011,4
TRRQPLI128F1469255,Squirt,Fluke,https://p.scdn.co/mp3-preview/ed5f34b781bf8d04c946fcffb751c26c7e66ebda?cid=774b29d4f13844c495f206cafdad9c86,3jFdtJZejv8HeGs2Tu6Xtu,"electronic, ambient, house, techno",Electronic,1995,264906,0.642,0.542,7,-11.446,1,0.0367,0.00224,0.183,0.397,0.725,150.116,4
TRKCWYJ12903CA15C8,Could This Be Real (Joker Remix),Sub Focus,https://p.scdn.co/mp3-preview/f0faf1f16f79ec50c17506392c69e5dd54f02c64?cid=774b29d4f13844c495f206cafdad9c86,0qCHEgUAQWj8rX55jLlxbT,"house, drum_and_bass",Electronic,2010,251640,0.661,0.679,10,-7.726,0,0.0781,0.00362,0.371,0.0643,0.336,140.032,4
TRXEANA128F9317943,De Janeiro,R.I.O.,https://p.scdn.co/mp3-preview/b0ef747b253eb9e4a564e7b416175e70319ea435?cid=774b29d4f13844c495f206cafdad9c86,046p0Lb4NrulpUuqC1Uoqe,"house, techno",,2010,204463,0.687,0.959,9,-6.321,0,0.0797,0.00137,0.78,0.325,0.498,129.996,4
TRJARFV12903CE800F,Fleur,Sepalcure,https://p.scdn.co/mp3-preview/2819da7dd6c490c209c8a7ab0a9c834181209712?cid=774b29d4f13844c495f206cafdad9c86,00huZmc8mk2NTt01Wk5MBO,"house, techno",,2011,289924,0.617,0.845,4,-7.905,0,0.0379,0.0283,0.148,0.0598,0.223,134.015,4
TRMQFLU128F92FC9A0,It Ain't Me,Kygo,https://p.scdn.co/mp3-preview/14c4f664755de848314b8acafae1f18fcc4f8660?cid=774b29d4f13844c495f206cafdad9c86,6mDTcLsheIzu5tvaF25kl4,"electronic, pop, dance, house",Rock,2017,220773,0.607,0.536,0,-6.735,1,0.0927,0.113,0.0,0.0812,0.461,100.027,4
TRYNWAF12903CAC9FD,Meine,Daso,https://p.scdn.co/mp3-preview/cfda9f08cf741fefbaec7e5722a722812ae74289?cid=774b29d4f13844c495f206cafdad9c86,2KUcdsb8TLCtj4RtULT4Sw,house,,2007,475186,0.684,0.597,11,-8.563,0,0.0326,0.0211,0.741,0.103,0.869,126.005,4
TRVWBDH128F9349DB5,I Can Talk (Moulinex remix),Two Door Cinema Club,https://p.scdn.co/mp3-preview/50572fbba959c8f3706cf1b21b61db579d4b285d?cid=774b29d4f13844c495f206cafdad9c86,0YWMInXq1DnxhkqR3CQmap,"electronic, british, house, beautiful",,2009,307133,0.786,0.857,0,-5.776,1,0.0503,0.0074,0.195,0.108,0.961,123.957,4
TRCFGVQ128F1452029,Party Weirdo,Moloko,https://p.scdn.co/mp3-preview/668d44e0d4a5bfa2f2ee8b872a13ca6ce8d8dca1?cid=774b29d4f13844c495f206cafdad9c86,1T6pY3C09BShSv6BTeacD2,"electronic, house, trip_hop",Electronic,1995,421200,0.737,0.624,3,-6.389,1,0.0488,0.028,0.00493,0.413,0.769,101.195,4
TRLUEAL128E078E5E6,Dub Shepherd,Deep Dish,https://p.scdn.co/mp3-preview/a31758f2783de5c6cd97f53124ed922cbcca5c39?cid=774b29d4f13844c495f206cafdad9c86,0HbpbVyvUl1wByLI784Lhu,"dance, house",,2005,353916,0.689,0.802,2,-6.97,1,0.0867,1.66e-05,0.908,0.101,0.325,128.064,4
TRUODLY128F93028F1,Yesterday's Gone,Kele,https://p.scdn.co/mp3-preview/f61d3afaee30db84124b67e7ef2f9dc65498556c?cid=774b29d4f13844c495f206cafdad9c86,02LyGZQ0e5jZlwaoy8GsyV,"electronic, indie, house",,2010,247186,0.685,0.703,0,-5.738,1,0.0586,0.176,0.0,0.368,0.418,140.005,4
TRGMLUN128E078418C,Hit The Ceiling,Audio Bullys,https://p.scdn.co/mp3-preview/1ffd4f4401404681743af0ccd9d10b1cff1ca037?cid=774b29d4f13844c495f206cafdad9c86,3pc93uqg6Qbh5Y3eXPTAHF,"electronic, dance, british, house",Electronic,2003,208120,0.802,0.684,1,-8.839,1,0.123,0.00181,0.0102,0.236,0.637,130.022,4
